fecha,abrir,max,min,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,volumen
"Oct 5, 2017",265.68,271.54,263.83,270.23,270.10,"590,900"
"Oct 4, 2017",264.36,270.97,260.01,263.81,263.69,"679,100"
"Oct 3, 2017",262.57,264.61,256.27,264.36,264.24,"646,000"
"Oct 2, 2017",258.92,266.98,258.92,263.65,263.53,"612,100"
"Sep 29, 2017",263.60,265.90,257.84,258.93,258.81,"657,200"
"Sep 28, 2017",266.16,268.74,260.07,261.99,261.87,"585,600"
"Sep 27, 2017",270.08,275.29,266.84,267.40,267.12,"499,400"
"Sep 26, 2017",271.51,273.66,265.11,269.27,268.99,"546,300"
"Sep 25, 2017",279.73,279.82,262.23,270.22,269.94,"1,102,900"
"Sep 22, 2017",280.07,283.68,279.27,279.46,279.17,"507,300"
"Sep 21, 2017",291.30,291.85,279.61,281.87,281.58,"581,500"
"Sep 20, 2017",289.33,296.35,287.06,290.20,289.90,"720,500"
"Sep 19, 2017",289.19,290.25,285.00,289.97,289.67,"463,600"
"Sep 18, 2017",282.95,290.97,281.75,289.71,289.41,"606,000"
"Sep 15, 2017",287.51,289.43,281.28,282.71,282.42,"810,300"
"Sep 14, 2017",290.57,292.44,287.54,287.92,287.62,"465,200"
"Sep 13, 2017",290.00,293.31,287.57,292.21,291.91,"380,600"
"Sep 12, 2017",284.17,295.68,281.88,290.79,290.49,"1,106,100"
"Sep 11, 2017",265.08,286.66,265.07,285.26,284.97,"1,285,000"
"Sep 8, 2017",258.21,262.25,258.21,259.98,259.71,"342,500"
"Sep 7, 2017",258.92,260.95,256.16,258.68,258.41,"432,000"
"Sep 6, 2017",257.67,259.35,251.92,257.88,257.61,"465,900"
"Sep 5, 2017",252.60,257.76,251.51,256.63,256.37,"595,800"
"Sep 1, 2017",258.01,258.73,251.37,251.91,251.65,"513,400"
"Aug 31, 2017",248.99,259.40,247.29,258.47,258.20,"948,300"
"Aug 30, 2017",242.31,247.13,240.15,246.75,246.50,"1,344,800"
"Aug 29, 2017",240.00,243.75,238.25,240.90,240.65,"611,800"
"Aug 28, 2017",246.67,248.28,241.67,242.54,242.29,"452,500"
"Aug 25, 2017",249.84,249.95,244.88,246.41,246.16,"667,800"
"Aug 24, 2017",244.57,245.17,240.64,243.62,243.37,"528,800"
"Aug 23, 2017",242.00,244.79,241.37,243.54,243.29,"325,800"
"Aug 22, 2017",241.96,244.82,241.75,243.29,243.04,"756,200"
"Aug 21, 2017",235.29,242.64,235.29,241.95,241.70,"733,800"
"Aug 18, 2017",234.09,238.34,232.72,236.14,235.90,"672,800"
"Aug 17, 2017",240.40,242.07,233.95,234.19,233.95,"802,000"
"Aug 16, 2017",238.89,242.65,236.71,241.90,241.65,"623,700"
"Aug 15, 2017",237.17,237.93,234.60,236.07,235.83,"579,700"
"Aug 14, 2017",243.20,243.20,234.55,236.94,236.70,"876,400"
"Aug 11, 2017",234.17,240.89,232.63,240.16,239.91,"1,296,800"
"Aug 10, 2017",250.00,251.43,232.17,232.64,232.40,"1,908,900"
"Aug 9, 2017",249.60,252.15,245.12,251.52,251.26,"1,309,600"
"Aug 8, 2017",256.17,259.17,251.05,251.92,251.66,"854,100"
"Aug 7, 2017",258.06,265.50,252.85,256.17,255.91,"1,543,800"
"Aug 4, 2017",262.30,272.09,258.12,260.47,260.20,"4,299,500"
"Aug 3, 2017",287.00,293.21,286.77,292.38,292.08,"955,500"
"Aug 2, 2017",293.69,293.86,281.39,286.60,286.30,"863,700"
"Aug 1, 2017",288.51,290.74,287.89,288.88,288.58,"781,300"
"Jul 31, 2017",291.44,292.90,286.37,288.42,288.12,"752,100"
"Jul 28, 2017",285.90,290.79,284.61,288.87,288.57,"742,300"
"Jul 27, 2017",287.00,290.99,280.05,286.64,286.34,"1,422,400"
"Jul 26, 2017",279.63,286.03,278.51,286.02,285.73,"693,600"
"Jul 25, 2017",281.51,282.50,275.90,279.26,278.97,"708,500"
"Jul 24, 2017",280.97,283.26,280.40,282.38,282.09,"435,400"
"Jul 21, 2017",281.20,282.10,279.33,280.26,279.97,"403,400"
"Jul 20, 2017",281.09,284.01,279.33,282.08,281.79,"504,000"
"Jul 19, 2017",280.00,281.48,278.23,280.56,280.27,"518,600"
"Jul 18, 2017",275.00,281.10,273.30,280.24,279.95,"463,500"
"Jul 17, 2017",274.00,279.00,272.76,276.12,275.84,"787,200"
"Jul 14, 2017",273.41,274.17,268.59,273.58,273.30,"476,000"
"Jul 13, 2017",273.40,276.00,269.80,271.54,271.26,"728,400"
"Jul 12, 2017",267.54,274.69,266.07,274.35,274.07,"805,100"
"Jul 11, 2017",258.57,263.39,256.46,262.41,262.14,"594,400"
"Jul 10, 2017",256.99,261.47,253.15,259.82,259.55,"597,300"
"Jul 7, 2017",252.24,257.90,252.18,255.60,255.34,"577,100"
"Jul 6, 2017",246.01,252.29,245.50,251.10,250.84,"613,300"
"Jul 5, 2017",250.39,253.83,246.20,248.98,248.72,"789,600"
"Jul 3, 2017",254.03,254.97,248.53,250.68,250.42,"236,600"
"Jun 30, 2017",254.10,254.48,249.13,250.88,250.62,"475,000"
"Jun 29, 2017",259.85,262.70,247.48,252.43,252.17,"763,900"
"Jun 28, 2017",260.00,263.23,250.34,262.31,262.04,"917,000"
"Jun 27, 2017",265.59,265.59,255.66,255.93,255.52,"739,100"
"Jun 26, 2017",276.09,278.69,267.70,268.00,267.57,"406,200"
"Jun 23, 2017",271.28,277.73,268.59,275.23,274.79,"483,600"
"Jun 22, 2017",277.36,280.34,273.14,275.75,275.30,"577,000"
"Jun 21, 2017",268.44,277.40,264.81,276.99,276.54,"563,600"
"Jun 20, 2017",274.34,275.64,270.00,271.27,270.83,"588,700"
"Jun 19, 2017",268.35,275.53,267.91,274.32,273.88,"596,500"
"Jun 16, 2017",263.05,266.98,260.91,263.45,263.02,"1,543,200"
"Jun 15, 2017",261.07,264.10,255.15,263.30,262.87,"939,400"
"Jun 14, 2017",273.87,274.97,264.77,265.00,264.57,"547,400"
"Jun 13, 2017",266.95,275.64,265.02,273.00,272.56,"534,400"
"Jun 12, 2017",273.97,274.91,264.25,270.73,270.29,"830,100"
"Jun 9, 2017",289.49,293.33,268.43,275.07,274.63,"642,000"
"Jun 8, 2017",288.11,289.65,282.22,288.12,287.65,"454,700"
"Jun 7, 2017",281.03,287.41,280.62,285.25,284.79,"392,700"
"Jun 6, 2017",278.50,285.51,277.79,280.04,279.59,"465,200"
"Jun 5, 2017",277.43,281.10,276.10,278.89,278.44,"346,200"
"Jun 2, 2017",280.25,282.72,277.50,280.37,279.92,"342,400"
"Jun 1, 2017",277.01,280.98,272.11,280.40,279.95,"519,900"
"May 31, 2017",281.64,283.00,272.68,275.11,274.67,"999,200"
"May 30, 2017",288.00,288.44,276.89,279.98,279.53,"778,100"
"May 26, 2017",294.49,295.23,286.38,286.95,286.49,"488,300"
"May 25, 2017",289.06,295.50,286.03,292.42,291.95,"584,200"
"May 24, 2017",282.80,288.01,279.59,286.28,285.82,"575,300"
"May 23, 2017",277.18,282.24,275.54,281.80,281.34,"480,600"
"May 22, 2017",275.50,280.69,273.65,275.37,274.92,"652,000"
"May 19, 2017",277.06,279.79,271.16,272.57,272.13,"629,600"
"May 18, 2017",250.72,275.89,248.20,270.81,270.37,"2,765,300"
"May 17, 2017",290.52,293.00,277.85,278.55,278.10,"1,026,400"
"May 16, 2017",290.60,297.95,287.07,297.22,296.74,"611,900"
"May 15, 2017",289.79,296.33,288.50,296.24,295.76,"574,300"
"May 12, 2017",282.01,292.34,282.01,287.28,286.82,"527,800"
"May 11, 2017",283.60,284.95,277.33,280.87,280.42,"1,172,700"
"May 10, 2017",284.59,284.70,278.17,282.26,281.80,"707,300"
"May 9, 2017",275.00,283.68,273.50,281.77,281.31,"550,100"
"May 8, 2017",275.00,276.97,273.03,274.96,274.52,"602,700"
"May 5, 2017",256.49,275.55,254.25,275.16,274.72,"1,735,800"
"May 4, 2017",235.68,241.33,234.18,236.51,236.13,"545,200"
"May 3, 2017",234.13,237.00,230.21,234.97,234.59,"372,300"
"May 2, 2017",235.49,237.55,230.50,234.76,234.38,"279,400"
"May 1, 2017",230.59,235.87,229.09,235.09,234.71,"314,800"
"Apr 28, 2017",232.29,232.29,228.51,228.91,228.54,"200,600"
"Apr 27, 2017",230.81,234.66,229.66,230.21,229.84,"336,000"
"Apr 26, 2017",229.67,230.49,226.18,228.28,227.91,"380,700"
"Apr 25, 2017",227.03,231.44,225.81,230.63,230.26,"652,600"
"Apr 24, 2017",225.59,227.25,223.94,225.90,225.53,"233,500"
"Apr 21, 2017",223.90,225.00,222.01,223.82,223.46,"231,300"
"Apr 20, 2017",220.93,226.21,219.66,223.41,223.05,"301,900"
"Apr 19, 2017",218.24,220.50,217.39,218.83,218.48,"259,000"
"Apr 18, 2017",220.00,220.06,217.21,217.83,217.48,"143,800"
"Apr 17, 2017",218.07,220.52,216.00,220.48,220.12,"503,600"
"Apr 13, 2017",216.79,217.57,214.00,215.46,215.11,"371,500"
"Apr 12, 2017",219.92,221.35,215.66,216.31,215.96,"562,800"
"Apr 11, 2017",219.06,220.31,216.34,219.78,219.42,"264,600"
"Apr 10, 2017",220.01,220.16,217.56,219.06,218.71,"217,900"
"Apr 7, 2017",217.53,220.00,217.02,219.10,218.75,"315,700"
"Apr 6, 2017",215.10,218.96,214.65,217.72,217.37,"410,700"
"Apr 5, 2017",216.35,218.78,214.94,215.28,214.93,"373,500"
"Apr 4, 2017",220.01,221.72,215.70,215.92,215.57,"431,600"
"Apr 3, 2017",210.78,221.98,210.78,219.95,219.59,"939,500"
"Mar 31, 2017",213.05,213.52,211.21,211.47,211.13,"316,000"
"Mar 30, 2017",217.06,217.13,211.60,212.56,212.22,"285,600"
"Mar 29, 2017",213.13,216.70,212.28,216.29,215.94,"370,400"
"Mar 28, 2017",212.57,212.83,211.08,211.51,211.02,"244,200"
"Mar 27, 2017",209.30,213.19,207.48,211.57,211.08,"297,400"
"Mar 24, 2017",208.18,213.09,208.18,210.86,210.37,"405,800"
"Mar 23, 2017",209.03,211.61,206.03,208.18,207.70,"560,700"
"Mar 22, 2017",205.77,210.48,203.36,209.63,209.14,"379,200"
"Mar 21, 2017",217.53,218.65,205.34,205.70,205.22,"622,100"
"Mar 20, 2017",212.73,218.75,211.69,216.11,215.61,"457,300"
"Mar 17, 2017",211.66,212.67,209.57,211.29,210.80,"464,400"
"Mar 16, 2017",215.72,215.96,211.48,211.56,211.07,"335,100"
"Mar 15, 2017",213.01,215.35,210.91,215.13,214.63,"305,100"
"Mar 14, 2017",212.80,213.88,209.55,212.30,211.81,"276,300"
"Mar 13, 2017",211.80,213.24,210.00,212.74,212.25,"506,500"
"Mar 10, 2017",211.02,211.75,209.01,211.29,210.80,"247,400"
"Mar 9, 2017",209.16,212.41,208.71,209.38,208.89,"261,500"
"Mar 8, 2017",210.57,212.29,208.68,209.13,208.64,"287,900"
"Mar 7, 2017",210.22,214.06,209.74,211.30,210.81,"394,900"
"Mar 6, 2017",212.82,213.67,209.18,210.77,210.28,"295,900"
"Mar 3, 2017",209.13,213.03,207.06,212.76,212.27,"276,200"
"Mar 2, 2017",210.66,212.22,208.75,208.80,208.31,"240,200"
"Mar 1, 2017",213.00,216.70,210.03,211.17,210.68,"524,200"
"Feb 28, 2017",207.78,210.87,205.88,210.87,210.38,"519,700"
"Feb 27, 2017",208.03,208.83,204.15,208.23,207.75,"481,200"
"Feb 24, 2017",201.00,207.79,190.07,207.79,207.31,"1,003,900"
"Feb 23, 2017",202.41,202.41,196.60,199.82,199.36,"562,500"
"Feb 22, 2017",198.41,200.98,196.76,200.41,199.94,"348,600"
"Feb 21, 2017",200.43,200.43,196.88,198.50,198.04,"647,300"
"Feb 17, 2017",196.17,199.75,196.17,198.43,197.97,"325,800"
"Feb 16, 2017",200.27,201.16,196.80,198.01,197.55,"226,400"
"Feb 15, 2017",196.86,200.63,196.11,199.93,199.47,"331,700"
"Feb 14, 2017",194.50,197.78,192.66,197.07,196.61,"311,600"
"Feb 13, 2017",196.00,196.95,194.41,195.12,194.67,"337,400"
"Feb 10, 2017",191.75,195.47,191.19,195.28,194.83,"477,400"
"Feb 9, 2017",191.23,193.44,190.58,191.71,191.26,"368,400"
"Feb 8, 2017",191.87,193.04,190.47,191.85,191.40,"302,000"
"Feb 7, 2017",192.13,193.69,190.44,191.61,191.16,"362,400"
"Feb 6, 2017",189.16,191.97,189.15,191.74,191.29,"215,700"
"Feb 3, 2017",190.17,190.70,189.04,190.15,189.71,"186,600"
"Feb 2, 2017",188.58,191.77,187.25,188.62,188.18,"422,900"
"Feb 1, 2017",185.23,189.06,183.18,188.58,188.14,"401,400"
"Jan 31, 2017",184.10,186.19,183.61,185.39,184.96,"329,800"
"Jan 30, 2017",183.90,185.50,180.22,185.12,184.69,"314,700"
"Jan 27, 2017",183.56,183.65,181.72,182.63,182.21,"149,800"
"Jan 26, 2017",184.09,184.49,181.22,183.37,182.94,"160,500"
"Jan 25, 2017",184.13,185.79,181.93,183.38,182.95,"247,000"
"Jan 24, 2017",179.22,183.71,179.22,183.31,182.88,"484,100"
"Jan 23, 2017",176.80,179.89,176.33,178.72,178.30,"438,800"
"Jan 20, 2017",175.77,176.41,172.85,176.17,175.76,"447,900"
"Jan 19, 2017",175.51,176.60,174.33,174.90,174.49,"253,300"
"Jan 18, 2017",178.41,178.82,174.63,175.26,174.85,"346,400"
"Jan 17, 2017",177.01,178.71,174.78,178.05,177.64,"713,700"
"Jan 13, 2017",173.12,176.90,173.12,176.45,176.04,"291,700"
"Jan 12, 2017",176.75,177.51,173.03,173.19,172.79,"315,400"
"Jan 11, 2017",178.35,180.72,174.19,176.75,176.34,"508,900"
"Jan 10, 2017",174.89,178.86,173.96,177.79,177.38,"498,700"
"Jan 9, 2017",172.61,175.56,172.61,174.11,173.71,"456,000"
"Jan 6, 2017",171.16,173.00,171.16,172.16,171.76,"389,700"
"Jan 5, 2017",166.72,172.79,166.06,171.28,170.88,"905,200"
"Jan 4, 2017",162.24,165.88,160.69,165.82,165.43,"559,700"
"Jan 3, 2017",158.91,162.77,157.95,161.02,160.65,"523,600"
"Dec 30, 2016",158.88,158.88,155.82,156.14,155.78,"239,700"
"Dec 29, 2016",155.37,158.94,154.92,158.51,158.14,"293,100"
"Dec 28, 2016",158.18,158.22,155.42,155.62,155.26,"313,400"
"Dec 27, 2016",156.75,160.71,156.10,158.50,157.98,"332,400"
"Dec 23, 2016",157.04,158.32,154.72,156.66,156.15,"170,900"
"Dec 22, 2016",153.93,158.72,152.91,156.45,155.94,"478,400"
"Dec 21, 2016",153.62,154.97,151.73,154.40,153.90,"308,300"
"Dec 20, 2016",154.18,154.18,150.29,152.89,152.39,"622,800"
"Dec 19, 2016",155.74,155.95,152.78,153.08,152.58,"365,700"
"Dec 16, 2016",159.13,159.87,154.51,154.97,154.46,"357,800"
"Dec 15, 2016",158.74,161.41,158.01,159.25,158.73,"396,400"
"Dec 14, 2016",156.66,159.85,156.52,157.74,157.22,"331,300"
"Dec 13, 2016",154.18,158.88,154.08,156.82,156.31,"395,500"
"Dec 12, 2016",158.37,158.51,152.24,153.68,153.18,"559,300"
"Dec 9, 2016",161.49,162.66,157.50,158.61,158.09,"789,700"
"Dec 8, 2016",165.37,168.14,158.88,159.96,159.44,"627,300"
"Dec 7, 2016",162.00,167.09,161.50,165.62,165.08,"794,300"
"Dec 6, 2016",159.45,159.45,156.32,157.55,157.04,"710,100"
"Dec 5, 2016",152.00,158.87,152.00,157.95,157.43,"1,000,000"
"Dec 2, 2016",151.73,154.54,151.00,152.56,152.06,"592,500"
"Dec 1, 2016",157.48,160.10,148.98,151.30,150.81,"910,800"
"Nov 30, 2016",162.77,163.86,156.08,157.82,157.30,"2,699,900"
"Nov 29, 2016",161.42,164.19,160.63,162.91,162.38,"502,900"
"Nov 28, 2016",163.00,164.58,161.26,161.86,161.33,"537,500"
"Nov 25, 2016",168.39,168.40,160.41,163.19,162.66,"393,700"
"Nov 23, 2016",164.50,167.12,164.02,166.75,166.20,"662,300"
"Nov 22, 2016",162.00,165.32,160.00,164.95,164.41,"791,500"
"Nov 21, 2016",159.21,161.85,157.85,160.63,160.10,"532,500"
"Nov 18, 2016",156.75,160.62,156.27,157.63,157.11,"406,900"
"Nov 17, 2016",156.98,160.00,156.48,157.27,156.76,"439,800"
"Nov 16, 2016",153.93,158.84,152.95,156.94,156.43,"551,700"
"Nov 15, 2016",155.39,159.76,154.02,155.71,155.20,"802,100"
"Nov 14, 2016",155.96,158.39,150.14,153.50,153.00,"1,388,100"
"Nov 11, 2016",160.58,161.49,150.64,155.96,155.45,"1,844,200"
"Nov 10, 2016",174.71,175.69,161.62,162.81,162.28,"1,090,700"
"Nov 9, 2016",166.90,174.23,166.78,172.84,172.28,"664,100"
"Nov 8, 2016",169.77,176.10,169.40,174.67,174.10,"500,400"
"Nov 7, 2016",170.21,170.88,167.90,169.26,168.71,"544,100"
"Nov 4, 2016",172.00,172.06,166.08,166.89,166.34,"1,214,400"
"Nov 3, 2016",167.15,168.40,164.67,165.88,165.34,"703,600"
"Nov 2, 2016",169.05,169.99,166.16,166.61,166.07,"543,400"
"Nov 1, 2016",167.31,170.77,166.92,169.79,169.24,"691,700"
"Oct 31, 2016",169.15,169.15,165.95,168.01,167.46,"419,300"
"Oct 28, 2016",168.57,170.03,165.62,168.16,167.61,"507,500"
"Oct 27, 2016",171.74,173.14,168.01,169.44,168.89,"396,300"
"Oct 26, 2016",169.62,172.09,168.77,170.65,170.09,"443,100"
"Oct 25, 2016",173.15,173.57,170.84,171.04,170.48,"261,700"
"Oct 24, 2016",175.18,175.78,171.51,172.82,172.26,"352,600"
"Oct 21, 2016",169.67,174.11,169.01,173.93,173.36,"613,100"
"Oct 20, 2016",168.21,171.88,167.90,171.05,170.49,"813,700"
"Oct 19, 2016",168.62,170.19,166.10,169.43,168.88,"781,500"
"Oct 18, 2016",170.91,170.98,167.20,167.51,166.96,"709,500"
"Oct 17, 2016",167.47,169.49,166.85,167.89,167.34,"843,300"
"Oct 14, 2016",168.21,170.00,166.00,167.04,166.49,"3,332,400"
"Oct 13, 2016",171.11,174.37,166.64,168.46,167.91,"2,131,200"
"Oct 12, 2016",184.05,184.31,182.12,183.21,182.61,"301,400"
"Oct 11, 2016",185.45,186.23,182.25,184.47,183.87,"462,000"
"Oct 10, 2016",191.61,193.58,188.75,189.19,188.57,"381,300"
"Oct 7, 2016",187.08,190.22,186.04,189.83,189.21,"318,700"
"Oct 6, 2016",186.74,188.11,185.57,186.29,185.68,"222,300"
"Oct 5, 2016",185.41,186.80,184.23,186.49,185.88,"185,200"
"Oct 4, 2016",186.08,187.64,182.91,184.59,183.99,"220,300"
"Oct 3, 2016",185.45,189.35,184.00,186.20,185.59,"266,600"
"Sep 30, 2016",185.31,185.68,183.25,184.97,184.37,"183,200"
"Sep 29, 2016",186.62,187.61,183.66,183.74,183.14,"228,700"
"Sep 28, 2016",187.51,188.42,184.36,187.48,186.87,"184,900"
"Sep 27, 2016",186.43,188.37,186.40,187.50,186.74,"220,600"
"Sep 26, 2016",186.90,188.03,184.59,186.85,186.09,"260,800"
"Sep 23, 2016",191.44,191.76,186.63,187.09,186.33,"283,400"
"Sep 22, 2016",188.35,191.73,187.58,191.25,190.47,"495,700"
"Sep 21, 2016",180.50,187.43,179.25,186.75,185.99,"555,400"
"Sep 20, 2016",180.11,180.98,178.16,179.25,178.52,"269,900"
"Sep 19, 2016",178.73,180.29,177.00,178.91,178.18,"380,400"
"Sep 16, 2016",174.61,177.35,174.03,177.20,176.48,"370,300"
"Sep 15, 2016",173.12,175.55,171.65,174.61,173.90,"355,300"
"Sep 14, 2016",176.54,178.54,172.00,172.00,171.30,"673,300"
"Sep 13, 2016",178.76,178.76,175.33,176.94,176.22,"170,900"
"Sep 12, 2016",178.00,179.90,175.44,179.54,178.81,"279,100"
"Sep 9, 2016",181.86,183.18,178.70,179.23,178.50,"488,600"
"Sep 8, 2016",182.22,183.50,181.21,183.19,182.45,"665,500"
"Sep 7, 2016",186.31,187.21,181.88,182.00,181.26,"529,800"
"Sep 6, 2016",187.70,188.58,185.43,186.29,185.53,"464,800"
"Sep 2, 2016",178.17,188.13,176.92,186.16,185.40,"1,557,600"
"Sep 1, 2016",172.65,173.82,171.16,173.68,172.97,"427,800"
"Aug 31, 2016",167.42,173.17,166.71,172.00,171.30,"779,900"
"Aug 30, 2016",167.55,167.65,166.19,166.90,166.22,"298,500"
"Aug 29, 2016",167.01,168.40,166.11,166.57,165.89,"446,200"
"Aug 26, 2016",166.91,167.90,166.04,166.95,166.27,"341,400"
"Aug 25, 2016",165.51,167.53,165.17,166.63,165.95,"294,500"
"Aug 24, 2016",167.00,167.20,164.95,166.03,165.35,"375,400"
"Aug 23, 2016",168.38,168.38,166.08,166.74,166.06,"658,700"
"Aug 22, 2016",166.79,166.88,164.54,166.87,166.19,"429,900"
"Aug 19, 2016",166.66,168.02,165.78,167.69,167.01,"171,800"
"Aug 18, 2016",167.05,168.74,166.40,167.14,166.46,"649,800"
"Aug 17, 2016",168.71,168.71,165.95,166.97,166.29,"734,900"
"Aug 16, 2016",169.85,169.96,167.31,168.33,167.65,"381,200"
"Aug 15, 2016",170.09,172.43,169.67,170.13,169.44,"378,100"
"Aug 12, 2016",169.51,170.39,168.59,168.86,168.17,"289,800"
"Aug 11, 2016",170.64,171.40,168.69,169.93,169.24,"368,500"
"Aug 10, 2016",170.51,170.61,169.29,169.64,168.95,"323,100"
"Aug 9, 2016",172.48,173.67,168.00,170.21,169.52,"709,900"
"Aug 8, 2016",173.63,173.90,170.27,173.72,173.01,"661,700"
"Aug 5, 2016",156.40,174.28,155.00,172.98,172.28,"1,373,200"
"Aug 4, 2016",151.63,152.73,149.97,152.25,151.63,"661,500"
"Aug 3, 2016",150.75,152.33,150.62,151.28,150.66,"142,800"
"Aug 2, 2016",152.93,153.23,148.71,151.50,150.88,"309,300"
"Aug 1, 2016",153.12,154.45,152.58,152.95,152.33,"266,400"
"Jul 29, 2016",151.97,153.41,150.21,153.08,152.46,"141,600"
"Jul 28, 2016",151.50,152.29,149.98,151.99,151.37,"191,500"
"Jul 27, 2016",151.86,152.18,149.38,151.40,150.78,"198,500"
"Jul 26, 2016",152.13,152.99,150.68,151.41,150.79,"242,900"
"Jul 25, 2016",153.24,154.98,151.34,151.54,150.92,"225,300"
"Jul 22, 2016",153.25,155.84,152.75,154.24,153.61,"506,900"
"Jul 21, 2016",152.37,153.84,151.95,153.41,152.79,"415,500"
"Jul 20, 2016",149.82,152.37,148.73,152.37,151.75,"408,500"
"Jul 19, 2016",147.80,149.14,147.76,148.72,148.12,"173,200"
"Jul 18, 2016",149.11,149.65,147.35,148.80,148.19,"265,200"
"Jul 15, 2016",148.77,149.96,147.33,148.47,147.87,"494,700"
"Jul 14, 2016",150.61,151.06,148.74,149.22,148.61,"316,300"
"Jul 13, 2016",151.96,151.96,148.69,149.27,148.66,"220,600"
"Jul 12, 2016",150.00,152.51,148.83,151.10,150.49,"542,100"
"Jul 11, 2016",146.58,149.47,146.58,149.05,148.44,"340,700"
"Jul 8, 2016",144.17,146.49,144.02,146.22,145.63,"307,000"
"Jul 7, 2016",140.87,143.59,140.53,142.92,142.34,"279,600"
"Jul 6, 2016",139.10,140.00,137.08,139.68,139.11,"173,900"
"Jul 5, 2016",138.91,140.09,136.71,139.82,139.25,"280,900"
"Jul 1, 2016",141.06,142.35,139.15,139.81,139.24,"312,200"
"Jun 30, 2016",140.35,141.68,138.52,140.67,140.10,"414,700"
"Jun 29, 2016",134.51,140.72,134.00,138.96,138.40,"432,400"
"Jun 28, 2016",128.67,132.99,127.26,132.67,132.13,"370,000"
"Jun 27, 2016",130.74,130.78,126.10,126.88,126.21,"363,900"
"Jun 24, 2016",131.63,136.50,131.28,132.03,131.34,"508,300"
"Jun 23, 2016",138.13,139.54,137.37,139.06,138.33,"191,200"
"Jun 22, 2016",135.79,137.00,133.56,136.47,135.75,"286,800"
"Jun 21, 2016",135.90,136.50,134.62,135.83,135.12,"187,100"
"Jun 20, 2016",135.98,136.96,134.68,135.09,134.38,"224,000"
"Jun 17, 2016",135.26,135.59,133.50,133.75,133.05,"225,400"
"Jun 16, 2016",132.63,135.59,131.31,135.47,134.76,"280,900"
"Jun 15, 2016",135.25,135.85,133.72,133.79,133.09,"297,800"
"Jun 14, 2016",133.51,135.09,132.01,134.44,133.74,"192,500"
"Jun 13, 2016",133.30,135.39,132.78,133.37,132.67,"289,100"
"Jun 10, 2016",135.84,137.36,133.72,134.29,133.59,"267,300"
"Jun 9, 2016",135.56,137.47,135.56,137.46,136.74,"246,000"
"Jun 8, 2016",138.38,138.94,134.59,137.00,136.28,"588,200"
"Jun 7, 2016",138.72,140.59,137.57,138.63,137.90,"568,400"
"Jun 6, 2016",136.18,139.11,136.18,138.27,137.54,"480,600"
"Jun 3, 2016",136.31,136.55,134.02,135.75,135.04,"342,900"
"Jun 2, 2016",135.41,137.66,135.03,137.00,136.28,"480,800"
"Jun 1, 2016",135.00,137.07,134.65,136.34,135.63,"386,600"
"May 31, 2016",135.97,138.28,135.23,136.50,135.78,"333,900"
"May 27, 2016",134.20,135.70,134.03,135.08,134.37,"222,400"
"May 26, 2016",134.05,135.92,133.02,135.01,134.30,"315,800"
"May 25, 2016",134.80,135.27,133.39,134.02,133.32,"197,900"
"May 24, 2016",132.28,135.32,132.11,134.60,133.89,"442,100"
"May 23, 2016",133.48,134.29,131.86,132.02,131.33,"462,700"
"May 20, 2016",132.12,134.17,131.46,133.89,133.19,"677,800"
"May 19, 2016",131.65,133.08,129.85,131.79,131.10,"509,900"
"May 18, 2016",129.98,133.09,129.98,132.50,131.81,"471,100"
"May 17, 2016",128.04,132.49,128.04,130.78,130.09,"419,000"
"May 16, 2016",127.70,129.99,127.51,128.70,128.03,"223,300"
"May 13, 2016",127.34,129.47,127.03,127.53,126.86,"216,100"
"May 12, 2016",129.71,130.64,127.27,127.96,127.29,"342,200"
"May 11, 2016",128.86,131.45,127.00,129.70,129.02,"403,400"
"May 10, 2016",128.03,128.90,126.73,128.89,128.21,"377,900"
"May 9, 2016",127.04,128.50,126.86,127.25,126.58,"408,500"
"May 6, 2016",130.37,131.00,123.42,128.03,127.36,"812,900"
"May 5, 2016",125.22,126.43,123.28,124.88,124.23,"691,400"
"May 4, 2016",124.03,126.25,123.68,124.36,123.71,"373,800"
"May 3, 2016",125.04,127.06,122.41,125.34,124.68,"570,800"
"May 2, 2016",124.90,127.12,123.53,126.45,125.79,"364,500"
"Apr 29, 2016",124.38,125.83,122.30,124.89,124.24,"484,900"
"Apr 28, 2016",125.72,127.26,123.35,123.86,123.21,"476,900"
"Apr 27, 2016",126.33,127.35,123.82,125.90,125.24,"215,500"
"Apr 26, 2016",124.98,127.94,124.08,125.85,125.19,"263,600"
"Apr 25, 2016",126.25,126.33,123.59,124.60,123.95,"233,600"
"Apr 22, 2016",125.30,127.79,125.00,126.41,125.75,"307,300"
"Apr 21, 2016",129.93,129.93,126.14,126.51,125.85,"346,000"
"Apr 20, 2016",127.17,129.86,126.23,129.44,128.76,"282,000"
"Apr 19, 2016",130.62,130.62,126.32,127.57,126.90,"362,800"
"Apr 18, 2016",126.23,130.40,126.05,130.10,129.42,"479,200"
"Apr 15, 2016",126.40,128.35,126.21,127.34,126.67,"247,200"
"Apr 14, 2016",125.08,127.42,123.74,126.56,125.90,"568,500"
"Apr 13, 2016",120.97,125.35,120.50,125.35,124.69,"459,700"
"Apr 12, 2016",118.07,120.28,116.09,119.97,119.34,"590,200"
"Apr 11, 2016",118.75,121.15,117.27,117.71,117.09,"265,700"
